Sales_Date,Store,Month,Weekday,Sales,Unit_Price,State,Climate,Promo,Test20t,Test50t
8/17/2009,1031,8,2,62.67,1.35056646,SP,TEMPERED / HUMID,0,1,1
8/18/2009,1031,8,3,65.25,1.33547893,SP,TEMPERED / HUMID,0,1,1
8/19/2009,1031,8,4,753.7,0.77784264,SP,TEMPERED / HUMID,1,1,1
8/20/2009,1031,8,5,98.17,1.12743201,SP,TEMPERED / HUMID,0,1,1
8/21/2009,1031,8,6,71.99,1.33587998,SP,TEMPERED / HUMID,0,1,1
8/23/2009,1031,8,1,95.41,1.34964888,SP,TEMPERED / HUMID,0,1,1
8/24/2009,1031,8,2,42.44,1.34967012,SP,TEMPERED / HUMID,0,1,1
8/25/2009,1031,8,3,52.36,1.35026738,SP,TEMPERED / HUMID,0,1,1
8/26/2009,1031,8,4,493.54,0.76842809,SP,TEMPERED / HUMID,1,1,1
8/27/2009,1031,8,5,52.14,1.35001918,SP,TEMPERED / HUMID,0,1,1
8/31/2009,1031,8,2,69.57,1.28963634,SP,TEMPERED / HUMID,0,1,1
9/01/2009,1031,9,3,187.23,1.18987342,SP,TEMPERED / HUMID,0,1,1
9/02/2009,1031,9,4,167.11,1.15020047,SP,TEMPERED / HUMID,0,1,1
9/03/2009,1031,9,5,183.82,1.24763355,SP,TEMPERED / HUMID,0,1,1
9/04/2009,1031,9,6,299.21,0.94084422,SP,TEMPERED / HUMID,1,1,1
9/05/2009,1031,9,7,364.28,0.97809377,SP,TEMPERED / HUMID,1,1,1
9/06/2009,1031,9,1,79.9,1.19036295,SP,TEMPERED / HUMID,0,1,1
9/07/2009,1031,9,2,182.71,1.17886268,SP,TEMPERED / HUMID,0,1,1
9/08/2009,1031,9,3,83.01,1.15540296,SP,TEMPERED / HUMID,0,1,1
10/01/2009,1031,10,5,377.52,1.18997669,SP,TEMPERED / HUMID,0,1,1
10/02/2009,1031,10,6,150.38,1.14995345,SP,TEMPERED / HUMID,0,1,1
10/03/2009,1031,10,7,88.25,1.23954674,SP,TEMPERED / HUMID,0,1,1
10/04/2009,1031,10,1,218.31,0.95025423,SP,TEMPERED / HUMID,1,1,1
10/05/2009,1031,10,2,222.78,0.9762546,SP,TEMPERED / HUMID,1,1,1
10/06/2009,1031,10,3,819.91,0.66997597,SP,TEMPERED / HUMID,1,1,1
10/07/2009,1031,10,4,104.8,1.18282443,SP,TEMPERED / HUMID,0,1,1
10/08/2009,1031,10,5,67.25,1.19018587,SP,TEMPERED / HUMID,0,1,1
11/01/2009,1031,11,1,189.47,1.19016203,SP,TEMPERED / HUMID,0,1,1
11/02/2009,1031,11,2,396.66,1.13946453,SP,TEMPERED / HUMID,0,1,1
11/03/2009,1031,11,3,456.47,1.21600543,SP,TEMPERED / HUMID,1,1,1
11/04/2009,1031,11,4,242.31,0.95010524,SP,TEMPERED / HUMID,1,1,1
11/05/2009,1031,11,5,161.09,1.37308337,SP,TEMPERED / HUMID,0,1,1
11/06/2009,1031,11,6,186.92,1.1501177,SP,TEMPERED / HUMID,0,1,1
11/07/2009,1031,11,7,134.76,1.19018997,SP,TEMPERED / HUMID,0,1,1
11/08/2009,1031,11,1,80.79,0.99343978,SP,TEMPERED / HUMID,0,1,1
12/01/2009,1031,12,3,131.33,1.19005559,SP,TEMPERED / HUMID,0,1,1
12/02/2009,1031,12,4,142.53,1.12951659,SP,TEMPERED / HUMID,0,1,1
12/03/2009,1031,12,5,125.61,1.2499801,SP,TEMPERED / HUMID,0,1,1
12/04/2009,1031,12,6,94.73,0.94299588,SP,TEMPERED / HUMID,1,1,1
12/05/2009,1031,12,7,191.07,1.37478411,SP,TEMPERED / HUMID,0,1,1
12/06/2009,1031,12,1,102.74,1.15028227,SP,TEMPERED / HUMID,0,1,1
12/07/2009,1031,12,2,111.89,1.19018679,SP,TEMPERED / HUMID,0,1,1
1/07/2008,1040,1,2,93.7,1.35026681,DF,SEMI-HUMID,0,0,0
1/08/2008,1040,1,3,107.33,1.49007733,DF,SEMI-HUMID,0,0,0
1/09/2008,1040,1,4,114.72,1.18017782,DF,SEMI-HUMID,0,0,0
1/10/2008,1040,1,5,2571.41,0.56996745,DF,SEMI-HUMID,0,0,0
1/11/2008,1040,1,6,96.15,1.250026,DF,SEMI-HUMID,0,0,0
1/12/2008,1040,1,7,85.96,1.25023267,DF,SEMI-HUMID,0,0,0
2/07/2008,1040,2,5,386.12,0.79270693,DF,SEMI-HUMID,0,0,0
2/08/2008,1040,2,6,193.86,1.07402249,DF,SEMI-HUMID,0,0,0
2/09/2008,1040,2,7,155.29,1.17998583,DF,SEMI-HUMID,0,0,0
2/10/2008,1040,2,1,86.01,0.88919893,DF,SEMI-HUMID,0,0,0
2/11/2008,1040,2,2,90.8,1.25,DF,SEMI-HUMID,0,0,0
2/12/2008,1040,2,3,66.24,1.35718599,DF,SEMI-HUMID,0,0,0
3/07/2008,1040,3,6,48.24,1.28731343,DF,SEMI-HUMID,0,0,0
3/08/2008,1040,3,7,132.72,1.07994274,DF,SEMI-HUMID,0,0,0
3/09/2008,1040,3,1,339.21,0.89802777,DF,SEMI-HUMID,0,0,0
3/10/2008,1040,3,2,460.31,0.81464665,DF,SEMI-HUMID,0,0,0
3/11/2008,1040,3,3,78.43,1.24977687,DF,SEMI-HUMID,0,0,0
3/12/2008,1040,3,4,2456.75,0.5497629,DF,SEMI-HUMID,1,0,0
4/07/2008,1040,4,2,72.85,1.24982841,DF,SEMI-HUMID,0,0,0
4/08/2008,1040,4,3,108.77,1.08007723,DF,SEMI-HUMID,0,0,0
4/09/2008,1040,4,4,149.7,1.02110888,DF,SEMI-HUMID,0,0,0
4/10/2008,1040,4,5,248.78,0.78997508,DF,SEMI-HUMID,0,0,0
4/11/2008,1040,4,6,300.5,1.25014975,DF,SEMI-HUMID,0,0,0
5/07/2008,1040,5,4,169.68,1.25011787,DF,SEMI-HUMID,0,0,0
5/08/2008,1040,5,5,170.48,1.25005866,DF,SEMI-HUMID,0,0,0
5/09/2008,1040,5,6,121.71,1.08019062,DF,SEMI-HUMID,0,0,0
5/10/2008,1040,5,7,393.78,0.79033978,DF,SEMI-HUMID,0,0,0
5/11/2008,1040,5,1,2085.71,0.5800279,DF,SEMI-HUMID,1,0,0
5/12/2008,1040,5,2,117.19,1.0498336,DF,SEMI-HUMID,0,0,0
6/07/2008,1040,6,7,59.92,1.25033378,DF,SEMI-HUMID,0,0,0
6/08/2008,1040,6,1,537.37,0.86850773,DF,SEMI-HUMID,1,0,0
6/09/2008,1040,6,2,118.42,1.37510556,DF,SEMI-HUMID,0,0,0
6/10/2008,1040,6,3,79.08,1.34989884,DF,SEMI-HUMID,0,0,0
6/11/2008,1040,6,4,115.23,1.2265903,DF,SEMI-HUMID,0,0,0
6/12/2008,1040,6,5,167.43,1.25001493,DF,SEMI-HUMID,0,0,0
7/07/2008,1040,7,2,79.48,1.25037745,DF,SEMI-HUMID,0,0,0
7/08/2008,1040,7,3,44.21,0.9502375,DF,SEMI-HUMID,0,0,0
7/09/2008,1040,7,4,95.12,1.29993692,DF,SEMI-HUMID,0,0,0
7/10/2008,1040,7,5,110.07,1.34995912,DF,SEMI-HUMID,0,0,0
7/11/2008,1040,7,6,134.34,1.29030817,DF,SEMI-HUMID,0,0,0
7/12/2008,1040,7,7,87.89,1.25008533,DF,SEMI-HUMID,0,0,0
7/13/2008,1040,7,1,49.24,0.9502437,DF,SEMI-HUMID,1,0,0
7/14/2008,1040,7,2,58.81,1.24995749,DF,SEMI-HUMID,0,0,0
7/15/2008,1040,7,3,51.93,1.11496245,DF,SEMI-HUMID,0,0,0
7/16/2008,1040,7,4,112.42,1.10291763,DF,SEMI-HUMID,0,0,0
7/17/2008,1040,7,5,62,1.17951613,DF,SEMI-HUMID,0,0,0
7/18/2008,1040,7,6,109.91,1.35019561,DF,SEMI-HUMID,0,0,0
7/19/2008,1040,7,7,136.47,1.34622994,DF,SEMI-HUMID,0,0,0
7/20/2008,1040,7,1,89.24,1.34984312,DF,SEMI-HUMID,0,0,0
7/21/2008,1040,7,2,44.82,1.35006693,DF,SEMI-HUMID,0,0,0
7/22/2008,1040,7,3,50.21,1.18980283,DF,SEMI-HUMID,0,0,0
7/23/2008,1040,7,4,257.48,0.81008234,DF,SEMI-HUMID,0,0,0
7/24/2008,1040,7,5,45.5,0.92307692,DF,SEMI-HUMID,0,0,0
7/25/2008,1040,7,6,70.63,1.2500354,DF,SEMI-HUMID,0,0,0
7/26/2008,1040,7,7,94.41,1.35038661,DF,SEMI-HUMID,0,0,0
7/27/2008,1040,7,1,45.96,1.32049608,DF,SEMI-HUMID,0,0,0
7/28/2008,1040,7,2,76.03,1.350388,DF,SEMI-HUMID,0,0,0
7/29/2008,1040,7,3,91.73,1.46942113,DF,SEMI-HUMID,0,0,0
7/30/2008,1040,7,4,457.05,0.97346023,DF,SEMI-HUMID,1,0,0
7/31/2008,1040,7,5,68.5,0.8979562,DF,SEMI-HUMID,0,0,0
8/07/2008,1040,8,5,115.85,1.28769961,DF,SEMI-HUMID,0,0,0
8/08/2008,1040,8,6,113.3,0.95004413,DF,SEMI-HUMID,1,0,0
8/09/2008,1040,8,7,76.87,1.39052947,DF,SEMI-HUMID,0,0,0
8/10/2008,1040,8,1,672.04,0.93153681,DF,SEMI-HUMID,0,0,0
8/11/2008,1040,8,2,398.6,1.3899147,DF,SEMI-HUMID,0,0,0
8/12/2008,1040,8,3,103.73,1.2500723,DF,SEMI-HUMID,0,0,0
8/13/2008,1040,8,4,1805.98,0.67012924,DF,SEMI-HUMID,1,0,0
8/14/2008,1040,8,5,282.06,0.94040275,DF,SEMI-HUMID,1,0,0
8/15/2008,1040,8,6,298.94,0.94995651,DF,SEMI-HUMID,1,0,0
8/16/2008,1040,8,7,230.78,0.950039,DF,SEMI-HUMID,1,0,0
8/17/2008,1040,8,1,235.68,0.94997454,DF,SEMI-HUMID,1,0,0
8/18/2008,1040,8,2,73.88,1.18976719,DF,SEMI-HUMID,0,0,0
8/19/2008,1040,8,3,142.68,1.28027754,DF,SEMI-HUMID,0,0,0
8/20/2008,1040,8,4,570.35,0.88598229,DF,SEMI-HUMID,1,0,0
8/21/2008,1040,8,5,190.89,0.91429619,DF,SEMI-HUMID,1,0,0
8/22/2008,1040,8,6,125.48,0.98485814,DF,SEMI-HUMID,1,0,0
8/23/2008,1040,8,7,235.36,0.99005778,DF,SEMI-HUMID,1,0,0
8/24/2008,1040,8,1,88.06,0.99000681,DF,SEMI-HUMID,1,0,0
8/25/2008,1040,8,2,48.32,0.99006623,DF,SEMI-HUMID,1,0,0
8/26/2008,1040,8,3,139.77,0.99019818,DF,SEMI-HUMID,1,0,0
8/27/2008,1040,8,4,428.9,0.94369317,DF,SEMI-HUMID,1,0,0
8/28/2008,1040,8,5,161.85,0.82613531,DF,SEMI-HUMID,1,0,0
8/29/2008,1040,8,6,87.57,0.99029348,DF,SEMI-HUMID,1,0,0
8/30/2008,1040,8,7,152.61,0.98971234,DF,SEMI-HUMID,1,0,0
8/31/2008,1040,8,1,32.64,1.18014706,DF,SEMI-HUMID,0,0,0
9/07/2008,1040,9,1,2112.52,0.54944332,DF,SEMI-HUMID,1,0,0
9/08/2008,1040,9,2,362.89,0.95003996,DF,SEMI-HUMID,1,0,0
9/09/2008,1040,9,3,63.57,1.18373447,DF,SEMI-HUMID,0,0,0
9/10/2008,1040,9,4,192.63,1.24871515,DF,SEMI-HUMID,0,0,0
9/11/2008,1040,9,5,138.78,1.39004179,DF,SEMI-HUMID,0,0,0
9/12/2008,1040,9,6,59.96,1.19029353,DF,SEMI-HUMID,0,0,0
9/13/2008,1040,9,7,106.47,1.21020006,DF,SEMI-HUMID,0,0,0
9/14/2008,1040,9,1,93.45,1.00556447,DF,SEMI-HUMID,0,0,0
9/15/2008,1040,9,2,103.08,1.39037641,DF,SEMI-HUMID,0,0,0
9/16/2008,1040,9,3,192.49,1.3601226,DF,SEMI-HUMID,0,0,0
9/17/2008,1040,9,4,1504.55,0.57991426,DF,SEMI-HUMID,1,0,0
9/18/2008,1040,9,5,115.08,0.98757386,DF,SEMI-HUMID,1,0,0
9/19/2008,1040,9,6,117.32,1.3902148,DF,SEMI-HUMID,0,0,0
9/20/2008,1040,9,7,128.4,1.39003115,DF,SEMI-HUMID,0,0,0
9/21/2008,1040,9,1,152.55,1.39010161,DF,SEMI-HUMID,0,0,0
9/22/2008,1040,9,2,169.76,1.39002121,DF,SEMI-HUMID,0,0,0
9/23/2008,1040,9,3,117.96,1.36308918,DF,SEMI-HUMID,0,0,0
9/24/2008,1040,9,4,649.47,0.79030594,DF,SEMI-HUMID,1,0,0
9/26/2008,1040,9,6,141.83,0.79017133,DF,SEMI-HUMID,1,0,0
9/27/2008,1040,9,7,244.39,0.79004869,DF,SEMI-HUMID,1,0,0
9/28/2008,1040,9,1,111.17,0.79005127,DF,SEMI-HUMID,1,0,0
9/29/2008,1040,9,2,29.74,1.07969065,DF,SEMI-HUMID,0,0,0
9/30/2008,1040,9,3,24.41,1.25030725,DF,SEMI-HUMID,0,0,0
10/07/2008,1040,10,3,104.37,0.98457411,DF,SEMI-HUMID,1,0,0
10/08/2008,1040,10,4,212.78,0.9499483,DF,SEMI-HUMID,1,0,0
10/09/2008,1040,10,5,369.06,1.08020376,DF,SEMI-HUMID,0,0,0
10/10/2008,1040,10,6,197.87,1.25011371,DF,SEMI-HUMID,0,0,0
10/11/2008,1040,10,7,40.62,1.39020187,DF,SEMI-HUMID,0,0,0
10/12/2008,1040,10,1,667.87,0.82435204,DF,SEMI-HUMID,1,0,0
10/13/2008,1040,10,2,168.21,1.24980679,DF,SEMI-HUMID,0,0,0
10/14/2008,1040,10,3,87.92,1.55027298,DF,SEMI-HUMID,0,0,0
10/15/2008,1040,10,4,325,1.47295385,DF,SEMI-HUMID,0,0,0
10/16/2008,1040,10,5,110.76,1.40059588,DF,SEMI-HUMID,0,0,0
10/17/2008,1040,10,6,97.91,1.37994076,DF,SEMI-HUMID,0,0,0
10/18/2008,1040,10,7,222.48,1.48997663,DF,SEMI-HUMID,0,0,0
10/19/2008,1040,10,1,127.12,1.47868156,DF,SEMI-HUMID,0,0,0
10/20/2008,1040,10,2,57.37,1.48980303,DF,SEMI-HUMID,0,0,0
10/21/2008,1040,10,3,65.12,1.49032555,DF,SEMI-HUMID,0,0,0
10/22/2008,1040,10,4,935.49,0.84852858,DF,SEMI-HUMID,1,0,0
10/23/2008,1040,10,5,197.26,0.86616648,DF,SEMI-HUMID,1,0,0
10/24/2008,1040,10,6,252.85,0.85002966,DF,SEMI-HUMID,1,0,0
10/25/2008,1040,10,7,249.81,0.84988591,DF,SEMI-HUMID,1,0,0
10/26/2008,1040,10,1,85.2,1.31420188,DF,SEMI-HUMID,0,0,0
10/27/2008,1040,10,2,34.66,1.32458165,DF,SEMI-HUMID,0,0,0
10/28/2008,1040,10,3,61.58,1.48002598,DF,SEMI-HUMID,0,0,0
10/29/2008,1040,10,4,259.81,1.07328432,DF,SEMI-HUMID,0,0,0
10/30/2008,1040,10,5,61.32,1.28604044,DF,SEMI-HUMID,0,0,0
10/31/2008,1040,10,6,48.27,1.48000829,DF,SEMI-HUMID,0,0,0
11/07/2008,1040,11,6,89.75,0.94997214,DF,SEMI-HUMID,1,0,0
11/08/2008,1040,11,7,111.11,1.18513185,DF,SEMI-HUMID,0,0,0
11/09/2008,1040,11,1,89.84,1.17030276,DF,SEMI-HUMID,0,0,0
11/10/2008,1040,11,2,191.47,1.25006528,DF,SEMI-HUMID,0,0,0
11/11/2008,1040,11,3,100.48,1.39022691,DF,SEMI-HUMID,0,0,0
11/12/2008,1040,11,4,68.49,1.02920134,DF,SEMI-HUMID,1,0,0
11/13/2008,1040,11,5,121.17,0.94363291,DF,SEMI-HUMID,0,0,0
11/14/2008,1040,11,6,60.45,1.2898263,DF,SEMI-HUMID,0,0,0
11/15/2008,1040,11,7,111.59,1.38981988,DF,SEMI-HUMID,0,0,0
11/16/2008,1040,11,1,59.13,1.38998816,DF,SEMI-HUMID,0,0,0
11/17/2008,1040,11,2,25.61,1.38969153,DF,SEMI-HUMID,0,0,0
11/18/2008,1040,11,3,124.62,1.38990531,DF,SEMI-HUMID,1,0,0
11/19/2008,1040,11,4,1408.01,0.64176391,DF,SEMI-HUMID,1,0,0
11/20/2008,1040,11,5,45.57,1.11016019,DF,SEMI-HUMID,0,0,0
11/21/2008,1040,11,6,89.54,1.18997096,DF,SEMI-HUMID,0,0,0
11/22/2008,1040,11,7,108.26,1.19009791,DF,SEMI-HUMID,0,0,0
11/23/2008,1040,11,1,84.38,1.18997393,DF,SEMI-HUMID,0,0,0
11/24/2008,1040,11,2,87.51,1.18980688,DF,SEMI-HUMID,0,0,0
11/25/2008,1040,11,3,109.4,1.07650823,DF,SEMI-HUMID,0,0,0
11/26/2008,1040,11,4,349.88,0.85635075,DF,SEMI-HUMID,0,0,0
11/27/2008,1040,11,5,40.31,1.20292731,DF,SEMI-HUMID,0,0,0
11/28/2008,1040,11,6,52.54,1.25009517,DF,SEMI-HUMID,0,0,0
11/29/2008,1040,11,7,172.98,1.25008672,DF,SEMI-HUMID,0,0,0
11/30/2008,1040,11,1,68.4,1.2497076,DF,SEMI-HUMID,0,0,0
12/07/2008,1040,12,1,140.97,0.95020217,DF,SEMI-HUMID,1,0,0
12/08/2008,1040,12,2,88.52,1.59003615,DF,SEMI-HUMID,0,0,0
12/09/2008,1040,12,3,94.49,1.08392422,DF,SEMI-HUMID,0,0,0
12/10/2008,1040,12,4,208.07,1.25010814,DF,SEMI-HUMID,0,0,0
12/11/2008,1040,12,5,573.25,0.90374182,DF,SEMI-HUMID,1,0,0
12/12/2008,1040,12,6,56.22,1.24937745,DF,SEMI-HUMID,0,0,0
12/13/2008,1040,12,7,95.77,1.25028715,DF,SEMI-HUMID,0,0,0
12/14/2008,1040,12,1,64.52,1.24953503,DF,SEMI-HUMID,0,0,0
12/15/2008,1040,12,2,71.97,1.25024316,DF,SEMI-HUMID,0,0,0
12/16/2008,1040,12,3,46.51,1.05289185,DF,SEMI-HUMID,1,0,0
12/17/2008,1040,12,4,373.67,0.76685311,DF,SEMI-HUMID,0,0,0
12/18/2008,1040,12,5,201.25,1.04640994,DF,SEMI-HUMID,0,0,0
12/19/2008,1040,12,6,129.86,1.28992761,DF,SEMI-HUMID,0,0,0
12/20/2008,1040,12,7,162.37,1.47989161,DF,SEMI-HUMID,1,0,0
12/21/2008,1040,12,1,272.83,0.89011472,DF,SEMI-HUMID,1,0,0
12/22/2008,1040,12,2,323.23,0.88998546,DF,SEMI-HUMID,1,0,0
12/23/2008,1040,12,3,1197.89,0.57932698,DF,SEMI-HUMID,1,0,0
12/24/2008,1040,12,4,352.19,1.17482041,DF,SEMI-HUMID,0,0,0
12/26/2008,1040,12,6,108.52,1.3897899,DF,SEMI-HUMID,0,0,0
12/27/2008,1040,12,7,132.71,1.39024942,DF,SEMI-HUMID,0,0,0
12/28/2008,1040,12,1,94.89,1.38971441,DF,SEMI-HUMID,0,0,0
12/29/2008,1040,12,2,196.38,1.39006009,DF,SEMI-HUMID,0,0,0
12/30/2008,1040,12,3,409.91,0.89397673,DF,SEMI-HUMID,1,0,0
12/31/2008,1040,12,4,156.04,0.98814407,DF,SEMI-HUMID,1,0,0
1/02/2009,1040,1,6,216.64,1.09014956,DF,SEMI-HUMID,0,0,0
1/03/2009,1040,1,7,155.74,1.29003467,DF,SEMI-HUMID,0,0,0
1/04/2009,1040,1,1,357.45,0.9672122,DF,SEMI-HUMID,1,0,0
1/06/2009,1040,1,3,100.84,1.1499405,DF,SEMI-HUMID,0,0,0
1/07/2009,1040,1,4,274.07,1.00255409,DF,SEMI-HUMID,0,0,0
1/08/2009,1040,1,5,437.22,0.99666072,DF,SEMI-HUMID,1,0,0
1/13/2009,1040,1,3,152.52,1.15027537,DF,SEMI-HUMID,0,0,0
1/14/2009,1040,1,4,1740.47,0.64662993,DF,SEMI-HUMID,1,0,0
1/15/2009,1040,1,5,125.25,1.07441118,DF,SEMI-HUMID,0,0,0
1/16/2009,1040,1,6,140.72,0.89646106,DF,SEMI-HUMID,1,0,0
1/17/2009,1040,1,7,268.57,1.04334066,DF,SEMI-HUMID,1,0,0
1/18/2009,1040,1,1,92.65,1.09023206,DF,SEMI-HUMID,0,0,0
1/19/2009,1040,1,2,225.45,1.08999778,DF,SEMI-HUMID,0,0,0
1/20/2009,1040,1,3,234.73,1.08980531,DF,SEMI-HUMID,0,0,0
1/21/2009,1040,1,4,1470.18,0.64762818,DF,SEMI-HUMID,1,0,0
1/22/2009,1040,1,5,71.63,1.06519615,DF,SEMI-HUMID,0,0,0
1/23/2009,1040,1,6,182,1.2421978,DF,SEMI-HUMID,0,0,0
1/24/2009,1040,1,7,240.58,1.09015712,DF,SEMI-HUMID,0,0,0
1/25/2009,1040,1,1,133.8,1.08991031,DF,SEMI-HUMID,0,0,0
1/26/2009,1040,1,2,166.18,1.08996269,DF,SEMI-HUMID,0,0,1
1/27/2009,1040,1,3,225.87,1.09014035,DF,SEMI-HUMID,0,0,1
1/28/2009,1040,1,4,1633.52,0.64826877,DF,SEMI-HUMID,1,0,1
1/29/2009,1040,1,5,227.52,1.03467827,DF,SEMI-HUMID,0,0,1
1/30/2009,1040,1,6,219.6,1.09002732,DF,SEMI-HUMID,0,0,1
1/31/2009,1040,1,7,273.5,1.08223035,DF,SEMI-HUMID,0,0,1
2/01/2009,1040,2,1,107.16,1.15014931,DF,SEMI-HUMID,0,0,1
2/02/2009,1040,2,2,164.2,1.09007308,DF,SEMI-HUMID,0,0,1
2/03/2009,1040,2,3,50.03,1.28962622,DF,SEMI-HUMID,0,0,1
2/04/2009,1040,2,4,111.49,1.05390618,DF,SEMI-HUMID,0,0,1
2/05/2009,1040,2,5,232.36,1.24956963,DF,SEMI-HUMID,0,0,1
2/06/2009,1040,2,6,95.34,1.15019929,DF,SEMI-HUMID,0,0,1
2/07/2009,1040,2,7,106.85,1.26476369,DF,SEMI-HUMID,0,0,1
2/08/2009,1040,2,1,250.58,0.97358129,DF,SEMI-HUMID,1,0,1
2/13/2009,1040,2,6,180.93,1.15005803,DF,SEMI-HUMID,0,0,1
2/14/2009,1040,2,7,189.58,1.14985758,DF,SEMI-HUMID,0,0,1
2/15/2009,1040,2,1,250.23,1.15010191,DF,SEMI-HUMID,0,0,1
2/16/2009,1040,2,2,117.76,1.14971128,DF,SEMI-HUMID,0,0,1
2/17/2009,1040,2,3,129.98,1.09986152,DF,SEMI-HUMID,1,0,1
2/18/2009,1040,2,4,265.32,1.18061209,DF,SEMI-HUMID,1,0,1
2/19/2009,1040,2,5,169.4,0.93264463,DF,SEMI-HUMID,1,0,1
2/20/2009,1040,2,6,137.18,0.94744132,DF,SEMI-HUMID,1,0,1
2/21/2009,1040,2,7,184.54,0.88988837,DF,SEMI-HUMID,1,0,1
2/22/2009,1040,2,1,86.33,0.89007298,DF,SEMI-HUMID,1,0,1
2/23/2009,1040,2,2,78.15,1.24977607,DF,SEMI-HUMID,0,0,1
2/24/2009,1040,2,3,48.26,1.25031082,DF,SEMI-HUMID,0,0,1
2/25/2009,1040,2,4,610.97,0.88325122,DF,SEMI-HUMID,1,0,1
2/26/2009,1040,2,5,43.5,1.09172414,DF,SEMI-HUMID,0,0,1
2/27/2009,1040,2,6,48.83,1.29039525,DF,SEMI-HUMID,0,0,1
2/28/2009,1040,2,7,79.53,1.28957626,DF,SEMI-HUMID,0,0,1
3/01/2009,1040,3,1,150.25,1.29004992,DF,SEMI-HUMID,0,0,1
3/02/2009,1040,3,2,177.4,1.08990981,DF,SEMI-HUMID,0,0,1
3/03/2009,1040,3,3,121.44,1.78614954,DF,SEMI-HUMID,0,0,1
3/04/2009,1040,3,4,117.87,1.18978536,DF,SEMI-HUMID,0,0,1
3/05/2009,1040,3,5,149.84,1.24993326,DF,SEMI-HUMID,0,0,1
3/06/2009,1040,3,6,223.26,1.14664517,DF,SEMI-HUMID,0,0,1
3/07/2009,1040,3,7,75.55,1.58980807,DF,SEMI-HUMID,0,0,1
3/08/2009,1040,3,1,97.78,1.14951933,DF,SEMI-HUMID,0,0,1
3/13/2009,1040,3,6,118.86,1.25029446,DF,SEMI-HUMID,0,0,1
3/14/2009,1040,3,7,197.68,1.4743019,DF,SEMI-HUMID,0,0,1
3/15/2009,1040,3,1,177.32,1.48979247,DF,SEMI-HUMID,0,0,1
3/16/2009,1040,3,2,87.04,1.49023438,DF,SEMI-HUMID,0,0,1
3/17/2009,1040,3,3,115.81,1.27985493,DF,SEMI-HUMID,0,0,1
3/18/2009,1040,3,4,1971.98,0.58992485,DF,SEMI-HUMID,1,0,1
3/19/2009,1040,3,5,88.72,1.23557259,DF,SEMI-HUMID,0,0,1
3/20/2009,1040,3,6,115.7,1.06032844,DF,SEMI-HUMID,1,0,1
3/21/2009,1040,3,7,178.08,1.06502695,DF,SEMI-HUMID,1,0,1
3/22/2009,1040,3,1,156.85,1.09027734,DF,SEMI-HUMID,1,0,1
3/23/2009,1040,3,2,98.49,1.24997462,DF,SEMI-HUMID,0,0,1
3/24/2009,1040,3,3,210.43,1.20448605,DF,SEMI-HUMID,1,0,1
3/25/2009,1040,3,4,788.53,0.97160539,DF,SEMI-HUMID,1,0,1
3/26/2009,1040,3,5,83.61,1.0985528,DF,SEMI-HUMID,0,0,1
3/27/2009,1040,3,6,64.51,1.00666563,DF,SEMI-HUMID,1,0,1
3/28/2009,1040,3,7,69.01,1.34965947,DF,SEMI-HUMID,0,0,1
3/29/2009,1040,3,1,22.2,1.34954955,DF,SEMI-HUMID,0,0,1
3/30/2009,1040,3,2,23.84,1.34983221,DF,SEMI-HUMID,0,0,1
3/31/2009,1040,3,3,65.96,1.35036386,DF,SEMI-HUMID,0,0,1
4/01/2009,1040,4,4,141.85,1.28981318,DF,SEMI-HUMID,0,0,1
4/02/2009,1040,4,5,540.72,1.1352456,DF,SEMI-HUMID,0,0,1
4/03/2009,1040,4,6,572.76,1.27599693,DF,SEMI-HUMID,0,0,1
4/04/2009,1040,4,7,152.53,1.25024585,DF,SEMI-HUMID,0,0,1
4/05/2009,1040,4,1,83.09,1.25033097,DF,SEMI-HUMID,0,0,1
4/06/2009,1040,4,2,160.56,1.12892377,DF,SEMI-HUMID,0,0,1
4/07/2009,1040,4,3,161.38,1.65330276,DF,SEMI-HUMID,0,0,1
4/08/2009,1040,4,4,220.58,1.14969626,DF,SEMI-HUMID,0,0,1
4/13/2009,1040,4,2,128.47,1.34996497,DF,SEMI-HUMID,0,0,1
4/14/2009,1040,4,3,111.22,1.21434994,DF,SEMI-HUMID,0,0,1
4/15/2009,1040,4,4,334.55,1.29914811,DF,SEMI-HUMID,0,0,1
4/16/2009,1040,4,5,137.55,1.04689204,DF,SEMI-HUMID,1,0,1
4/17/2009,1040,4,6,153.96,1.2501299,DF,SEMI-HUMID,0,0,1
4/18/2009,1040,4,7,265.62,1.07604849,DF,SEMI-HUMID,1,0,1
4/19/2009,1040,4,1,140.38,1.04630289,DF,SEMI-HUMID,1,0,1
4/20/2009,1040,4,2,122.98,1.35021955,DF,SEMI-HUMID,0,0,1
4/21/2009,1040,4,3,148.35,1.34984833,DF,SEMI-HUMID,0,0,1
4/22/2009,1040,4,4,637.91,0.87996739,DF,SEMI-HUMID,1,0,1
4/23/2009,1040,4,5,202.93,1.02927118,DF,SEMI-HUMID,1,0,1
4/24/2009,1040,4,6,112.95,1.20903054,DF,SEMI-HUMID,1,0,1
4/25/2009,1040,4,7,189.61,1.05643162,DF,SEMI-HUMID,1,0,1
4/26/2009,1040,4,1,119.85,0.99040467,DF,SEMI-HUMID,1,0,1
4/27/2009,1040,4,2,57.5,1.35043478,DF,SEMI-HUMID,0,0,1
