Sales_Date,Store,Month,Weekday,Sales,Unit_Price,State,Climate,Promo,Test20t,Test50t
1/07/2008,51,1,2,50.72,0.9637224,SP,TEMPERED / HUMID,0,0,0
1/08/2008,51,1,3,235.64,0.88045323,SP,TEMPERED / HUMID,1,0,0
1/09/2008,51,1,4,40.77,0.68481727,SP,TEMPERED / HUMID,0,0,0
1/10/2008,51,1,5,2193.2,0.36999362,SP,TEMPERED / HUMID,0,0,0
1/11/2008,51,1,6,135.16,0.98993785,SP,TEMPERED / HUMID,0,0,0
1/12/2008,51,1,7,168.92,0.74792801,SP,TEMPERED / HUMID,0,0,0
2/07/2008,51,2,5,60.61,0.95644283,SP,TEMPERED / HUMID,0,0,0
2/08/2008,51,2,6,164.11,0.8901956,SP,TEMPERED / HUMID,1,0,0
2/09/2008,51,2,7,97.9,0.98335036,SP,TEMPERED / HUMID,0,0,0
2/10/2008,51,2,1,145.47,0.68969547,SP,TEMPERED / HUMID,0,0,0
2/11/2008,51,2,2,92.1,0.99001086,SP,TEMPERED / HUMID,0,0,0
2/12/2008,51,2,3,106.02,0.68854933,SP,TEMPERED / HUMID,0,0,0
3/07/2008,51,3,6,15.28,0.98036649,SP,TEMPERED / HUMID,0,0,0
3/08/2008,51,3,7,95.9,0.98686131,SP,TEMPERED / HUMID,0,0,0
3/09/2008,51,3,1,426.99,0.57003677,SP,TEMPERED / HUMID,1,0,0
3/10/2008,51,3,2,159.2,0.68988693,SP,TEMPERED / HUMID,0,0,0
3/11/2008,51,3,3,128.11,0.98985247,SP,TEMPERED / HUMID,0,0,0
3/12/2008,51,3,4,751.15,0.37995074,SP,TEMPERED / HUMID,1,0,0
4/07/2008,51,4,2,23.36,0.98030822,SP,TEMPERED / HUMID,0,0,0
4/08/2008,51,4,3,53.02,0.9275745,SP,TEMPERED / HUMID,0,0,0
4/09/2008,51,4,4,81.36,0.89048673,SP,TEMPERED / HUMID,1,0,0
4/10/2008,51,4,5,133.53,0.68995731,SP,TEMPERED / HUMID,0,0,0
4/11/2008,51,4,6,108.11,0.78716122,SP,TEMPERED / HUMID,0,0,0
5/07/2008,51,5,4,23.02,0.98132059,SP,TEMPERED / HUMID,0,0,0
5/08/2008,51,5,5,87.17,0.71503958,SP,TEMPERED / HUMID,0,0,0
5/09/2008,51,5,6,92.16,0.77983941,SP,TEMPERED / HUMID,1,0,0
5/10/2008,51,5,7,121.47,0.69012925,SP,TEMPERED / HUMID,0,0,0
5/11/2008,51,5,1,336.12,0.57967393,SP,TEMPERED / HUMID,1,0,0
5/12/2008,51,5,2,63.86,0.75039148,SP,TEMPERED / HUMID,0,0,0
6/07/2008,51,6,7,14.66,0.98021828,SP,TEMPERED / HUMID,0,0,0
6/08/2008,51,6,1,133.54,0.67859817,SP,TEMPERED / HUMID,1,0,0
6/09/2008,51,6,2,189.81,0.78014857,SP,TEMPERED / HUMID,1,0,0
6/10/2008,51,6,3,62.64,0.6901341,SP,TEMPERED / HUMID,0,0,0
6/11/2008,51,6,4,102.98,0.79005632,SP,TEMPERED / HUMID,0,0,0
6/12/2008,51,6,5,204.54,0.58003325,SP,TEMPERED / HUMID,0,0,0
7/07/2008,51,7,2,29.65,0.97942664,SP,TEMPERED / HUMID,0,0,0
7/08/2008,51,7,3,31.66,0.78963992,SP,TEMPERED / HUMID,1,0,0
7/09/2008,51,7,4,87.75,0.7797151,SP,TEMPERED / HUMID,1,0,0
7/10/2008,51,7,5,286.63,0.686739,SP,TEMPERED / HUMID,0,0,0
7/11/2008,51,7,6,105.4,0.72305503,SP,TEMPERED / HUMID,1,0,0
7/12/2008,51,7,7,63.16,0.580114,SP,TEMPERED / HUMID,0,0,0
7/13/2008,51,7,1,29.43,0.97995243,SP,TEMPERED / HUMID,0,0,0
7/14/2008,51,7,2,15.82,0.97977244,SP,TEMPERED / HUMID,0,0,0
7/15/2008,51,7,3,106.41,0.86636594,SP,TEMPERED / HUMID,0,0,0
7/16/2008,51,7,4,131.02,0.63959701,SP,TEMPERED / HUMID,1,0,0
7/17/2008,51,7,5,34.68,0.86591696,SP,TEMPERED / HUMID,0,0,0
7/18/2008,51,7,6,29.13,0.98008926,SP,TEMPERED / HUMID,0,0,0
7/19/2008,51,7,7,55.21,0.97971382,SP,TEMPERED / HUMID,0,0,0
7/20/2008,51,7,1,31.32,0.97988506,SP,TEMPERED / HUMID,0,0,0
7/21/2008,51,7,2,48.06,0.94049105,SP,TEMPERED / HUMID,0,0,0
7/22/2008,51,7,3,41.06,1.39016074,SP,TEMPERED / HUMID,0,0,0
7/23/2008,51,7,4,29.66,1.39008766,SP,TEMPERED / HUMID,0,0,0
7/24/2008,51,7,5,17.45,1.39083095,SP,TEMPERED / HUMID,0,0,0
7/25/2008,51,7,6,19.16,1.38987474,SP,TEMPERED / HUMID,0,0,0
7/26/2008,51,7,7,61.98,1.04985479,SP,TEMPERED / HUMID,0,0,0
7/27/2008,51,7,1,46.12,1.0498699,SP,TEMPERED / HUMID,0,0,0
7/28/2008,51,7,2,82.71,1.03941482,SP,TEMPERED / HUMID,0,0,0
7/29/2008,51,7,3,42.36,0.99338999,SP,TEMPERED / HUMID,0,0,0
7/30/2008,51,7,4,61.58,1.05017863,SP,TEMPERED / HUMID,0,0,0
7/31/2008,51,7,5,163.81,1.05005799,SP,TEMPERED / HUMID,0,0,0
8/07/2008,51,8,5,8.27,0.98186215,SP,TEMPERED / HUMID,0,0,0
8/08/2008,51,8,6,28.99,0.78992756,SP,TEMPERED / HUMID,0,0,0
8/09/2008,51,8,7,82.96,0.88970588,SP,TEMPERED / HUMID,1,0,0
8/10/2008,51,8,1,356.75,0.68989488,SP,TEMPERED / HUMID,0,0,0
8/11/2008,51,8,2,115.26,0.68991845,SP,TEMPERED / HUMID,1,0,0
8/12/2008,51,8,3,134.37,0.58026345,SP,TEMPERED / HUMID,0,0,0
8/13/2008,51,8,4,51.39,0.98521113,SP,TEMPERED / HUMID,0,0,0
8/14/2008,51,8,5,40.94,1.18978994,SP,TEMPERED / HUMID,0,0,0
8/15/2008,51,8,6,15.27,1.13163065,SP,TEMPERED / HUMID,0,0,0
8/16/2008,51,8,7,37.3,1.19034853,SP,TEMPERED / HUMID,0,0,0
8/17/2008,51,8,1,46.21,1.18978576,SP,TEMPERED / HUMID,0,0,0
8/18/2008,51,8,2,33.52,1.19063246,SP,TEMPERED / HUMID,0,0,0
8/19/2008,51,8,3,50.04,0.74020783,SP,TEMPERED / HUMID,0,0,0
8/20/2008,51,8,4,107.04,0.75037369,SP,TEMPERED / HUMID,0,0,0
8/21/2008,51,8,5,59.03,0.74995765,SP,TEMPERED / HUMID,0,0,0
8/22/2008,51,8,6,57.61,0.69571255,SP,TEMPERED / HUMID,0,0,0
8/23/2008,51,8,7,39.99,0.89047262,SP,TEMPERED / HUMID,0,0,0
8/24/2008,51,8,1,29.53,0.88994243,SP,TEMPERED / HUMID,0,0,0
8/25/2008,51,8,2,13.6,0.89117647,SP,TEMPERED / HUMID,0,0,0
8/26/2008,51,8,3,46.49,0.88986879,SP,TEMPERED / HUMID,0,0,0
8/27/2008,51,8,4,228.27,0.68865817,SP,TEMPERED / HUMID,1,0,0
8/28/2008,51,8,5,45.65,0.99036145,SP,TEMPERED / HUMID,0,0,0
8/29/2008,51,8,6,110.54,0.91803872,SP,TEMPERED / HUMID,0,0,0
8/30/2008,51,8,7,141.01,0.69037657,SP,TEMPERED / HUMID,0,0,0
8/31/2008,51,8,1,82.7,0.69020556,SP,TEMPERED / HUMID,0,0,0
9/07/2008,51,9,1,68.22,0.80079156,SP,TEMPERED / HUMID,0,0,0
9/08/2008,51,9,2,63.09,0.79014107,SP,TEMPERED / HUMID,0,0,0
9/09/2008,51,9,3,72.08,0.98876249,SP,TEMPERED / HUMID,0,0,0
9/10/2008,51,9,4,183.05,0.69013931,SP,TEMPERED / HUMID,0,0,0
9/11/2008,51,9,5,49.74,0.69059107,SP,TEMPERED / HUMID,1,0,0
9/12/2008,51,9,6,121.58,0.57986511,SP,TEMPERED / HUMID,0,0,0
9/13/2008,51,9,7,124.8,0.75,SP,TEMPERED / HUMID,0,0,0
9/14/2008,51,9,1,64.45,0.74988363,SP,TEMPERED / HUMID,0,0,0
9/15/2008,51,9,2,163.33,0.75026021,SP,TEMPERED / HUMID,0,0,0
9/16/2008,51,9,3,180.84,0.74148418,SP,TEMPERED / HUMID,0,0,0
9/17/2008,51,9,4,679.47,0.47994761,SP,TEMPERED / HUMID,1,0,0
9/18/2008,51,9,5,222.06,0.78456273,SP,TEMPERED / HUMID,1,0,0
9/19/2008,51,9,6,143.34,0.94997907,SP,TEMPERED / HUMID,0,0,0
9/20/2008,51,9,7,260.29,0.6899612,SP,TEMPERED / HUMID,0,0,0
9/21/2008,51,9,1,164.2,0.68989038,SP,TEMPERED / HUMID,0,0,0
9/22/2008,51,9,2,84.23,0.68859076,SP,TEMPERED / HUMID,0,0,0
9/23/2008,51,9,3,234.66,0.68136879,SP,TEMPERED / HUMID,0,0,0
9/24/2008,51,9,4,957.08,0.49005308,SP,TEMPERED / HUMID,1,0,0
9/25/2008,51,9,5,122.67,0.69006277,SP,TEMPERED / HUMID,1,0,0
9/26/2008,51,9,6,88,0.68943182,SP,TEMPERED / HUMID,0,0,0
9/27/2008,51,9,7,169.77,0.69016905,SP,TEMPERED / HUMID,0,0,0
9/28/2008,51,9,1,118.2,0.69010152,SP,TEMPERED / HUMID,0,0,0
9/29/2008,51,9,2,72.15,0.68953569,SP,TEMPERED / HUMID,0,0,0
9/30/2008,51,9,3,44.58,0.68999551,SP,TEMPERED / HUMID,0,0,0
10/07/2008,51,10,3,31.83,0.97926484,SP,TEMPERED / HUMID,0,0,0
10/08/2008,51,10,4,51.81,0.79000193,SP,TEMPERED / HUMID,0,0,0
10/09/2008,51,10,5,205.51,0.68663325,SP,TEMPERED / HUMID,0,0,0
10/10/2008,51,10,6,163.35,0.68999082,SP,TEMPERED / HUMID,0,0,0
10/11/2008,51,10,7,89.05,0.78001123,SP,TEMPERED / HUMID,0,0,0
10/12/2008,51,10,1,133.83,0.73952029,SP,TEMPERED / HUMID,1,0,0
10/13/2008,51,10,2,244.24,0.68993613,SP,TEMPERED / HUMID,0,0,0
10/14/2008,51,10,3,214.43,0.68194749,SP,TEMPERED / HUMID,1,0,0
10/15/2008,51,10,4,300.9,0.69002991,SP,TEMPERED / HUMID,1,0,0
10/16/2008,51,10,5,105.21,0.78984887,SP,TEMPERED / HUMID,0,0,0
10/17/2008,51,10,6,189.43,0.68980626,SP,TEMPERED / HUMID,0,0,0
10/18/2008,51,10,7,142.18,0.69025179,SP,TEMPERED / HUMID,0,0,0
10/19/2008,51,10,1,58.69,0.69023684,SP,TEMPERED / HUMID,0,0,0
10/20/2008,51,10,2,42.89,0.68967125,SP,TEMPERED / HUMID,0,0,0
10/21/2008,51,10,3,47.52,0.68855219,SP,TEMPERED / HUMID,1,0,0
10/22/2008,51,10,4,96.07,0.75039034,SP,TEMPERED / HUMID,1,0,0
10/23/2008,51,10,5,60,0.79016667,SP,TEMPERED / HUMID,0,0,0
10/24/2008,51,10,6,74.65,0.78981916,SP,TEMPERED / HUMID,0,0,0
10/25/2008,51,10,7,80.09,0.78973655,SP,TEMPERED / HUMID,0,0,0
10/26/2008,51,10,1,114.89,0.79006006,SP,TEMPERED / HUMID,0,0,0
10/27/2008,51,10,2,165.32,0.78187757,SP,TEMPERED / HUMID,0,0,0
10/28/2008,51,10,3,166.71,0.75520365,SP,TEMPERED / HUMID,1,0,0
10/29/2008,51,10,4,227.92,0.78931204,SP,TEMPERED / HUMID,1,0,0
10/30/2008,51,10,5,149.03,0.79004227,SP,TEMPERED / HUMID,0,0,0
10/31/2008,51,10,6,136.29,0.79022672,SP,TEMPERED / HUMID,0,0,0
11/07/2008,51,11,6,27.4,0.87664234,SP,TEMPERED / HUMID,0,0,0
11/08/2008,51,11,7,38.3,0.79007833,SP,TEMPERED / HUMID,0,0,0
11/09/2008,51,11,1,55.26,0.75027144,SP,TEMPERED / HUMID,0,0,0
11/10/2008,51,11,2,169.02,0.69009585,SP,TEMPERED / HUMID,0,0,0
11/11/2008,51,11,3,155.67,0.75859189,SP,TEMPERED / HUMID,0,0,0
11/12/2008,51,11,4,72.32,0.7397677,SP,TEMPERED / HUMID,1,0,0
11/13/2008,51,11,5,66.75,0.94981273,SP,TEMPERED / HUMID,0,0,0
11/14/2008,51,11,6,78.95,0.68993034,SP,TEMPERED / HUMID,0,0,0
11/15/2008,51,11,7,166.5,0.79045045,SP,TEMPERED / HUMID,0,0,0
11/16/2008,51,11,1,117.32,0.79023184,SP,TEMPERED / HUMID,0,0,0
11/17/2008,51,11,2,103.27,0.78996804,SP,TEMPERED / HUMID,0,0,0
11/18/2008,51,11,3,52.33,0.79055991,SP,TEMPERED / HUMID,0,0,0
11/19/2008,51,11,4,368.38,0.57989033,SP,TEMPERED / HUMID,1,0,0
11/20/2008,51,11,5,181.87,0.57980975,SP,TEMPERED / HUMID,1,0,0
11/21/2008,51,11,6,53.67,0.79057201,SP,TEMPERED / HUMID,0,0,0
11/22/2008,51,11,7,113.89,0.78979717,SP,TEMPERED / HUMID,0,0,0
11/23/2008,51,11,1,88.48,0.78989602,SP,TEMPERED / HUMID,0,0,0
11/24/2008,51,11,2,84.21,0.79016744,SP,TEMPERED / HUMID,0,0,0
11/25/2008,51,11,3,104.05,0.76386353,SP,TEMPERED / HUMID,0,0,0
11/26/2008,51,11,4,201.24,0.55297158,SP,TEMPERED / HUMID,1,0,0
11/27/2008,51,11,5,178.01,0.57979889,SP,TEMPERED / HUMID,1,0,0
11/28/2008,51,11,6,65.76,0.68020073,SP,TEMPERED / HUMID,0,0,0
11/29/2008,51,11,7,109.3,0.75032022,SP,TEMPERED / HUMID,0,0,0
11/30/2008,51,11,1,112.23,0.74997772,SP,TEMPERED / HUMID,0,0,0
12/07/2008,51,12,1,25.49,0.97959984,SP,TEMPERED / HUMID,0,0,0
12/08/2008,51,12,2,42.21,1.04074864,SP,TEMPERED / HUMID,0,0,0
12/09/2008,51,12,3,57.07,0.75013142,SP,TEMPERED / HUMID,0,0,0
12/10/2008,51,12,4,159.7,0.69023168,SP,TEMPERED / HUMID,0,0,0
12/11/2008,51,12,5,684.68,0.45010808,SP,TEMPERED / HUMID,1,0,0
12/12/2008,51,12,6,146.58,0.65363624,SP,TEMPERED / HUMID,0,0,0
12/13/2008,51,12,7,132.66,0.57967737,SP,TEMPERED / HUMID,0,0,0
12/14/2008,51,12,1,128.87,0.5801971,SP,TEMPERED / HUMID,0,0,0
12/15/2008,51,12,2,53.34,0.58023997,SP,TEMPERED / HUMID,0,0,0
12/16/2008,51,12,3,90.25,0.57950139,SP,TEMPERED / HUMID,0,0,0
12/17/2008,51,12,4,115,0.644,SP,TEMPERED / HUMID,1,0,0
12/18/2008,51,12,5,81.91,0.57978269,SP,TEMPERED / HUMID,1,0,0
12/19/2008,51,12,6,49.39,0.77991496,SP,TEMPERED / HUMID,0,0,0
12/20/2008,51,12,7,75.68,0.77629493,SP,TEMPERED / HUMID,0,0,0
12/21/2008,51,12,1,68,0.77161765,SP,TEMPERED / HUMID,0,0,0
12/22/2008,51,12,2,41.33,0.78030486,SP,TEMPERED / HUMID,0,0,0
12/23/2008,51,12,3,88.51,0.57993447,SP,TEMPERED / HUMID,0,0,0
12/24/2008,51,12,4,129.47,0.48907083,SP,TEMPERED / HUMID,0,0,0
12/26/2008,51,12,6,35.93,0.57973838,SP,TEMPERED / HUMID,1,0,0
12/27/2008,51,12,7,37.34,0.44965185,SP,TEMPERED / HUMID,1,0,0
12/28/2008,51,12,1,42.63,0.57166315,SP,TEMPERED / HUMID,0,0,0
12/29/2008,51,12,2,29.98,0.57938626,SP,TEMPERED / HUMID,0,0,0
12/30/2008,51,12,3,77.7,0.5992278,SP,TEMPERED / HUMID,1,0,0
12/31/2008,51,12,4,105.61,0.65107471,SP,TEMPERED / HUMID,1,0,0
1/02/2009,51,1,6,200.01,0.679966,SP,TEMPERED / HUMID,0,0,0
1/04/2009,51,1,1,272.72,0.77299061,SP,TEMPERED / HUMID,1,0,0
1/06/2009,51,1,3,153.4,0.77281617,SP,TEMPERED / HUMID,0,0,0
1/07/2009,51,1,4,322.59,0.40308131,SP,TEMPERED / HUMID,1,0,0
1/08/2009,51,1,5,331.95,0.68016268,SP,TEMPERED / HUMID,0,0,0
1/13/2009,51,1,3,115.34,0.78012832,SP,TEMPERED / HUMID,0,0,0
1/14/2009,51,1,4,117.68,0.7799966,SP,TEMPERED / HUMID,0,0,0
1/15/2009,51,1,5,65.77,0.77999088,SP,TEMPERED / HUMID,0,0,0
1/16/2009,51,1,6,148.48,0.77983567,SP,TEMPERED / HUMID,0,0,0
1/17/2009,51,1,7,72.32,0.88993363,SP,TEMPERED / HUMID,0,0,0
1/18/2009,51,1,1,60.9,0.88965517,SP,TEMPERED / HUMID,0,0,0
1/19/2009,51,1,2,74.09,0.89013362,SP,TEMPERED / HUMID,0,0,0
1/20/2009,51,1,3,109.87,0.7518886,SP,TEMPERED / HUMID,0,0,0
1/21/2009,51,1,4,203.16,0.74601299,SP,TEMPERED / HUMID,1,0,0
1/22/2009,51,1,5,91.32,1.07939115,SP,TEMPERED / HUMID,0,0,0
1/23/2009,51,1,6,74.5,0.76174497,SP,TEMPERED / HUMID,1,0,0
1/24/2009,51,1,7,96.39,0.74437182,SP,TEMPERED / HUMID,1,0,0
1/25/2009,51,1,1,63.77,0.75035283,SP,TEMPERED / HUMID,1,0,0
1/26/2009,51,1,2,85.58,0.88034588,SP,TEMPERED / HUMID,0,0,1
1/27/2009,51,1,3,93.78,0.82992109,SP,TEMPERED / HUMID,0,0,1
1/28/2009,51,1,4,88.17,0.88023137,SP,TEMPERED / HUMID,0,0,1
1/29/2009,51,1,5,78.42,0.8800051,SP,TEMPERED / HUMID,0,0,1
1/30/2009,51,1,6,87.36,0.88038004,SP,TEMPERED / HUMID,0,0,1
1/31/2009,51,1,7,135.07,0.68031391,SP,TEMPERED / HUMID,0,0,1
2/01/2009,51,2,1,210.97,0.56662085,SP,TEMPERED / HUMID,0,0,1
2/02/2009,51,2,2,197.05,0.67800051,SP,TEMPERED / HUMID,0,0,1
2/04/2009,51,2,4,144.37,0.59015031,SP,TEMPERED / HUMID,1,0,1
2/05/2009,51,2,5,267.33,0.68002095,SP,TEMPERED / HUMID,1,0,1
2/06/2009,51,2,6,76.46,0.77138373,SP,TEMPERED / HUMID,0,0,1
2/07/2009,51,2,7,176.41,0.44005442,SP,TEMPERED / HUMID,1,0,1
2/08/2009,51,2,1,133.32,0.67964296,SP,TEMPERED / HUMID,0,0,1
2/13/2009,51,2,6,142.87,0.78014979,SP,TEMPERED / HUMID,0,0,1
2/14/2009,51,2,7,125.72,0.77982819,SP,TEMPERED / HUMID,0,0,1
2/15/2009,51,2,1,123.95,0.77999193,SP,TEMPERED / HUMID,0,0,1
2/16/2009,51,2,2,94.6,0.76331924,SP,TEMPERED / HUMID,0,0,1
2/17/2009,51,2,3,115.39,0.67822168,SP,TEMPERED / HUMID,0,0,1
2/18/2009,51,2,4,264.85,0.55997735,SP,TEMPERED / HUMID,1,0,1
2/19/2009,51,2,5,39.14,0.56029637,SP,TEMPERED / HUMID,1,0,1
2/20/2009,51,2,6,168.72,0.74994073,SP,TEMPERED / HUMID,1,0,1
2/21/2009,51,2,7,159.49,0.75014107,SP,TEMPERED / HUMID,1,0,1
2/22/2009,51,2,1,64.06,0.74960974,SP,TEMPERED / HUMID,1,0,1
2/23/2009,51,2,2,33.8,0.75029586,SP,TEMPERED / HUMID,1,0,1
2/24/2009,51,2,3,64.58,0.74202539,SP,TEMPERED / HUMID,1,0,1
2/25/2009,51,2,4,878.03,0.57654066,SP,TEMPERED / HUMID,1,0,1
2/26/2009,51,2,5,304,0.62358553,SP,TEMPERED / HUMID,1,0,1
2/27/2009,51,2,6,270.76,0.57999705,SP,TEMPERED / HUMID,1,0,1
2/28/2009,51,2,7,216.53,0.6798596,SP,TEMPERED / HUMID,0,0,1
3/01/2009,51,3,1,60.74,0.77988146,SP,TEMPERED / HUMID,0,0,1
3/02/2009,51,3,2,92.67,0.77597928,SP,TEMPERED / HUMID,0,0,1
3/04/2009,51,3,4,125.01,0.77985761,SP,TEMPERED / HUMID,1,0,1
3/05/2009,51,3,5,195.87,0.68009394,SP,TEMPERED / HUMID,1,0,1
3/06/2009,51,3,6,137.57,0.51377481,SP,TEMPERED / HUMID,1,0,1
3/07/2009,51,3,7,216.44,0.44016818,SP,TEMPERED / HUMID,1,0,1
3/08/2009,51,3,1,136.3,0.67542186,SP,TEMPERED / HUMID,0,0,1
4/01/2009,51,4,4,65.44,0.78040954,SP,TEMPERED / HUMID,0,0,1
4/02/2009,51,4,5,139.86,0.67546118,SP,TEMPERED / HUMID,1,0,1
4/04/2009,51,4,7,152.52,0.78022554,SP,TEMPERED / HUMID,1,0,1
4/05/2009,51,4,1,127.04,0.75464421,SP,TEMPERED / HUMID,1,0,1
4/06/2009,51,4,2,59.14,0.47970916,SP,TEMPERED / HUMID,1,0,1
4/07/2009,51,4,3,177.57,0.57988399,SP,TEMPERED / HUMID,1,0,1
4/08/2009,51,4,4,241.59,0.29773583,SP,TEMPERED / HUMID,1,0,1
4/13/2009,51,4,2,146.99,0.77359004,SP,TEMPERED / HUMID,0,0,1
4/14/2009,51,4,3,88.87,0.77618994,SP,TEMPERED / HUMID,0,0,1
4/15/2009,51,4,4,373.79,0.56994569,SP,TEMPERED / HUMID,1,0,1
4/16/2009,51,4,5,138.35,0.57000361,SP,TEMPERED / HUMID,1,0,1
4/17/2009,51,4,6,58.61,0.67957686,SP,TEMPERED / HUMID,1,0,1
4/18/2009,51,4,7,159.65,0.67892264,SP,TEMPERED / HUMID,1,0,1
4/19/2009,51,4,1,72.38,0.67988395,SP,TEMPERED / HUMID,1,0,1
4/20/2009,51,4,2,88.16,0.77631579,SP,TEMPERED / HUMID,0,0,1
4/21/2009,51,4,3,144.17,0.76222515,SP,TEMPERED / HUMID,0,0,1
4/22/2009,51,4,4,154.95,0.58018716,SP,TEMPERED / HUMID,1,0,1
4/23/2009,51,4,5,187.93,0.5800564,SP,TEMPERED / HUMID,1,0,1
4/24/2009,51,4,6,174.69,0.72677314,SP,TEMPERED / HUMID,0,0,1
4/25/2009,51,4,7,123.51,0.77969395,SP,TEMPERED / HUMID,0,0,1
4/26/2009,51,4,1,162.15,0.77983349,SP,TEMPERED / HUMID,0,0,1
4/27/2009,51,4,2,95.21,0.76977208,SP,TEMPERED / HUMID,0,0,1
4/28/2009,51,4,3,65.08,0.77980947,SP,TEMPERED / HUMID,0,0,1
4/29/2009,51,4,4,219.84,0.57933042,SP,TEMPERED / HUMID,1,0,1
4/30/2009,51,4,5,119.91,0.57993495,SP,TEMPERED / HUMID,1,0,1
5/01/2009,51,5,6,62.17,0.78011903,SP,TEMPERED / HUMID,0,0,1
5/02/2009,51,5,7,111.51,0.6800287,SP,TEMPERED / HUMID,1,0,1
5/04/2009,51,5,2,135.3,0.7796748,SP,TEMPERED / HUMID,1,0,1
5/05/2009,51,5,3,66.49,0.8440367,SP,TEMPERED / HUMID,1,0,1
5/06/2009,51,5,4,41.98,0.77989519,SP,TEMPERED / HUMID,1,0,1
5/07/2009,51,5,5,124.25,0.58020121,SP,TEMPERED / HUMID,0,0,1
5/08/2009,51,5,6,382.52,0.44013385,SP,TEMPERED / HUMID,1,0,1
5/13/2009,51,5,4,136.51,0.57578199,SP,TEMPERED / HUMID,1,0,1
5/14/2009,51,5,5,62.83,0.57950024,SP,TEMPERED / HUMID,1,0,1
5/15/2009,51,5,6,83.1,0.71239471,SP,TEMPERED / HUMID,0,0,1
5/16/2009,51,5,7,71.71,0.7892902,SP,TEMPERED / HUMID,0,0,1
5/17/2009,51,5,1,81.74,0.78052361,SP,TEMPERED / HUMID,0,0,1
5/18/2009,51,5,2,66.16,0.82028416,SP,TEMPERED / HUMID,0,0,1
5/19/2009,51,5,3,60.83,0.67713299,SP,TEMPERED / HUMID,0,0,1
5/20/2009,51,5,4,384.96,0.54997922,SP,TEMPERED / HUMID,1,0,1
5/21/2009,51,5,5,119.03,0.55011342,SP,TEMPERED / HUMID,1,0,1
5/22/2009,51,5,6,134.76,0.67994954,SP,TEMPERED / HUMID,0,0,1
5/23/2009,51,5,7,133.6,0.78008982,SP,TEMPERED / HUMID,0,0,1
5/24/2009,51,5,1,60.24,0.77988048,SP,TEMPERED / HUMID,0,0,1
5/25/2009,51,5,2,41.48,0.54749277,SP,TEMPERED / HUMID,1,0,1
5/26/2009,51,5,3,34.33,0.77337606,SP,TEMPERED / HUMID,1,0,1
5/27/2009,51,5,4,285.49,0.54972153,SP,TEMPERED / HUMID,1,0,1
5/28/2009,51,5,5,87.04,0.54894301,SP,TEMPERED / HUMID,1,0,1
5/29/2009,51,5,6,33.9,0.67964602,SP,TEMPERED / HUMID,0,0,1
5/30/2009,51,5,7,140.61,0.77988763,SP,TEMPERED / HUMID,0,0,1
5/31/2009,51,5,1,148.41,0.77993397,SP,TEMPERED / HUMID,0,0,1
6/01/2009,51,6,2,38.65,0.75730918,SP,TEMPERED / HUMID,0,0,1
6/02/2009,51,6,3,138.79,0.87996253,SP,TEMPERED / HUMID,0,0,1
6/04/2009,51,6,5,102.88,0.77993779,SP,TEMPERED / HUMID,0,0,1
6/05/2009,51,6,6,326.33,0.44994331,SP,TEMPERED / HUMID,1,0,1
6/06/2009,51,6,7,157.2,0.67983461,SP,TEMPERED / HUMID,1,0,1
6/07/2009,51,6,1,107.22,0.56761798,SP,TEMPERED / HUMID,0,0,1
6/08/2009,51,6,2,196.54,0.43996133,SP,TEMPERED / HUMID,1,0,1
6/13/2009,51,6,7,78.23,0.88022498,SP,TEMPERED / HUMID,0,0,1
6/14/2009,51,6,1,60.76,0.87985517,SP,TEMPERED / HUMID,0,0,1
6/15/2009,51,6,2,49.99,0.87977596,SP,TEMPERED / HUMID,0,0,1
6/16/2009,51,6,3,81.14,0.7277545,SP,TEMPERED / HUMID,0,0,1
6/17/2009,51,6,4,131.06,0.58034488,SP,TEMPERED / HUMID,1,0,1
6/18/2009,51,6,5,55.02,0.44020356,SP,TEMPERED / HUMID,1,0,1
6/19/2009,51,6,6,103.79,0.58021004,SP,TEMPERED / HUMID,1,0,1
6/20/2009,51,6,7,207.03,0.58030237,SP,TEMPERED / HUMID,1,0,1
6/21/2009,51,6,1,64.24,0.58001245,SP,TEMPERED / HUMID,1,0,1
6/22/2009,51,6,2,38.64,0.76526915,SP,TEMPERED / HUMID,0,0,1
6/23/2009,51,6,3,79.67,0.77306389,SP,TEMPERED / HUMID,0,0,1
6/24/2009,51,6,4,347.98,0.43991034,SP,TEMPERED / HUMID,1,0,1
6/25/2009,51,6,5,170.78,0.44027404,SP,TEMPERED / HUMID,1,0,1
6/27/2009,51,6,7,174.67,0.78015687,SP,TEMPERED / HUMID,1,0,1
6/28/2009,51,6,1,125.06,0.78026547,SP,TEMPERED / HUMID,1,0,1
6/29/2009,51,6,2,70.42,0.77989208,SP,TEMPERED / HUMID,0,0,1
6/30/2009,51,6,3,96.82,0.69014666,SP,TEMPERED / HUMID,0,1,1
7/01/2009,51,7,4,299.5,0.75158598,SP,TEMPERED / HUMID,1,1,1
7/02/2009,51,7,5,131.07,0.77981231,SP,TEMPERED / HUMID,0,1,1
7/04/2009,51,7,7,119.73,0.7768312,SP,TEMPERED / HUMID,0,1,1
7/05/2009,51,7,1,300.7,0.5800133,SP,TEMPERED / HUMID,1,1,1
7/06/2009,51,7,2,102.95,0.68033026,SP,TEMPERED / HUMID,1,1,1
7/07/2009,51,7,3,63.15,0.78052257,SP,TEMPERED / HUMID,0,1,1
